biological_process_id,biological_process_name,associated_gene_wb_ids,count,splits
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c","WBGene00000829,WBGene00000869,WBGene00002162,WBGene00009739,WBGene00012094,WBGene00013854,WBGene00015755,WBGene00017121,WBGene00019007,WBGene00019937,WBGene00020181",11,none
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen","WBGene00000371,WBGene00006519,WBGene00009161,WBGene00010962,WBGene00010964,WBGene00010965,WBGene00012354,WBGene00012553,WBGene00013854,WBGene00017121",10,none
GO:0006127,glycerol-3-phosphate shuttle,"WBGene00012031,WBGene00013049",2,none
GO:0006139,nucleobase-containing compound metabolic process,"WBGene00000466,WBGene00000796,WBGene00001049,WBGene00001259,WBGene00002879,WBGene00003504,WBGene00003594,WBGene00006964,WBGene00007812,WBGene00008746,WBGene00009124,WBGene00009531,WBGene00009543,WBGene00009575,WBGene00010734,WBGene00010839,WBGene00012239,WBGene00012834,WBGene00013256,WBGene00014058,WBGene00014220,WBGene00015680,WBGene00017436,WBGene00018391,WBGene00019298,WBGene00019422,WBGene00021752,WBGene00022830,WBGene00044924",29,none
GO:0006144,purine nucleobase metabolic process,"WBGene00011128,WBGene00011181,WBGene00017984,WBGene00022808",4,none
GO:0006152,purine nucleoside catabolic process,"WBGene00012834,WBGene00012968,WBGene00020052",3,none
GO:0006154,adenosine catabolic process,"WBGene00015551,WBGene00016632",2,none
GO:0006163,purine nucleotide metabolic process,"WBGene00017984,WBGene00020190",2,none
GO:0006164,purine nucleotide biosynthetic process,"WBGene00008654,WBGene00010912,WBGene00011064,WBGene00011407,WBGene00012258,WBGene00015116,WBGene00016509,WBGene00016957,WBGene00018174,WBGene00020107,WBGene00020682",11,none
GO:0006166,purine ribonucleoside salvage,"WBGene00011128,WBGene00012803,WBGene00013690,WBGene00015064,WBGene00020557",5,none
GO:0006167,AMP biosynthetic process,"WBGene00003581,WBGene00016509",2,none
GO:0006168,adenine salvage,WBGene00020557,1,none
GO:0006171,cAMP biosynthetic process,"WBGene00000069,WBGene00000070,WBGene00000071,WBGene00011476",4,none
GO:0006172,ADP biosynthetic process,"WBGene00002879,WBGene00003581,WBGene00008746,WBGene00009531",4,none
GO:0006177,GMP biosynthetic process,"WBGene00010912,WBGene00020682",2,none
GO:0006178,guanine salvage,WBGene00013690,1,none
GO:0006182,cGMP biosynthetic process,"WBGene00000071,WBGene00000907,WBGene00001528,WBGene00001529,WBGene00001530,WBGene00001531,WBGene00001532,WBGene00001533,WBGene00001534,WBGene00001535,WBGene00001536,WBGene00001537,WBGene00001538,WBGene00001539,WBGene00001540,WBGene00001541,WBGene00001542,WBGene00001543,WBGene00001544,WBGene00001545,WBGene00001546,WBGene00001547,WBGene00001548,WBGene00001549,WBGene00001550,WBGene00001551,WBGene00001552,WBGene00001553,WBGene00001554,WBGene00001555,WBGene00001556,WBGene00001557,WBGene00003848,WBGene00007314,WBGene00020131",35,none
GO:0006183,GTP biosynthetic process,"WBGene00009119,WBGene00020682",2,none
GO:0006188,IMP biosynthetic process,WBGene00016415,1,none
GO:0006189,'de novo' IMP biosynthetic process,"WBGene00008654,WBGene00011064,WBGene00011407,WBGene00015116,WBGene00016957,WBGene00018174",6,none
GO:0006198,cAMP catabolic process,WBGene00020114,1,none
GO:0006203,dGTP catabolic process,WBGene00022673,1,none
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,"WBGene00004259,WBGene00007812,WBGene00009575,WBGene00011559,WBGene00020932",5,none
GO:0006208,pyrimidine nucleobase catabolic process,"WBGene00000963,WBGene00000964,WBGene00006769",3,none
GO:0006210,thymine catabolic process,"WBGene00000114,WBGene00016103,WBGene00017440",3,none
GO:0006212,uracil catabolic process,"WBGene00016103,WBGene00017440,WBGene00022817",3,none
GO:0006214,thymidine catabolic process,WBGene00016103,1,none
GO:0006217,deoxycytidine catabolic process,"WBGene00000391,WBGene00000392",2,none
GO:0006218,uridine catabolic process,WBGene00022817,1,none
GO:0006221,pyrimidine nucleotide biosynthetic process,"WBGene00004259,WBGene00007812,WBGene00009575,WBGene00011559,WBGene00012316,WBGene00020036,WBGene00022817",7,none
GO:0006222,UMP biosynthetic process,"WBGene00011559,WBGene00020036",2,none
GO:0006225,UDP biosynthetic process,"WBGene00007812,WBGene00009575",2,none
GO:0006226,dUMP biosynthetic process,"WBGene00010609,WBGene00014034",2,none
GO:0006227,dUDP biosynthetic process,WBGene00011272,1,none
GO:0006228,UTP biosynthetic process,WBGene00009119,1,none
GO:0006231,dTMP biosynthetic process,"WBGene00014034,WBGene00022455",2,none
GO:0006233,dTDP biosynthetic process,WBGene00011272,1,none
GO:0006235,dTTP biosynthetic process,"WBGene00011272,WBGene00022455",2,none
GO:0006241,CTP biosynthetic process,"WBGene00009119,WBGene00012316",2,none
GO:0006256,UDP catabolic process,"WBGene00003254,WBGene00016380,WBGene00017244",3,none
GO:0006259,DNA metabolic process,"WBGene00000093,WBGene00000799,WBGene00001016,WBGene00003828,WBGene00004342,WBGene00004985,WBGene00006944,WBGene00007056,WBGene00007723,WBGene00008722,WBGene00009368,WBGene00010785,WBGene00014066,WBGene00017696,WBGene00019004,WBGene00019884,WBGene00021344,WBGene00022854",18,none
GO:0006260,DNA replication,"WBGene00000382,WBGene00000794,WBGene00001002,WBGene00001016,WBGene00001865,WBGene00001973,WBGene00001974,WBGene00002985,WBGene00003154,WBGene00003155,WBGene00003156,WBGene00003157,WBGene00003158,WBGene00003159,WBGene00003592,WBGene00003882,WBGene00003955,WBGene00004180,WBGene00004181,WBGene00004322,WBGene00004337,WBGene00004338,WBGene00004339,WBGene00004340,WBGene00004355,WBGene00006595,WBGene00006944,WBGene00007277,WBGene00007723,WBGene00008645,WBGene00008722,WBGene00009212,WBGene00009287,WBGene00009368,WBGene00009372,WBGene00010056,WBGene00011016,WBGene00011275,WBGene00011915,WBGene00012650,WBGene00012651,WBGene00012935,WBGene00012936,WBGene00013128,WBGene00013258,WBGene00013768,WBGene00013857,WBGene00016151,WBGene00016650,WBGene00017005,WBGene00017132,WBGene00017237,WBGene00017304,WBGene00017546,WBGene00017696,WBGene00018409,WBGene00018514,WBGene00018849,WBGene00019079,WBGene00019334,WBGene00019362,WBGene00019712,WBGene00019767,WBGene00019800,WBGene00019858,WBGene00019859,WBGene00020761,WBGene00020964,WBGene00021344,WBGene00022043,WBGene00022428,WBGene00022750",72,none
GO:0006261,DNA-templated DNA replication,"WBGene00004181,WBGene00004185,WBGene00004338,WBGene00004339,WBGene00004340,WBGene00008645,WBGene00008921,WBGene00009287,WBGene00009507,WBGene00013150,WBGene00013768,WBGene00017237,WBGene00018409,WBGene00020964",14,none
GO:0006264,mitochondrial DNA replication,"WBGene00013258,WBGene00018514,WBGene00077500",3,none
GO:0006265,DNA topological change,"WBGene00006595,WBGene00006596,WBGene00010785,WBGene00012995,WBGene00019884,WBGene00022531,WBGene00022854",7,none
GO:0006269,"DNA replication, synthesis of primer","WBGene00004180,WBGene00004181,WBGene00020761",3,none
GO:0006270,DNA replication initiation,"WBGene00000382,WBGene00001002,WBGene00003154,WBGene00003155,WBGene00003156,WBGene00003157,WBGene00003158,WBGene00003159,WBGene00004181,WBGene00009372,WBGene00009507,WBGene00012650,WBGene00012651,WBGene00012935,WBGene00013857,WBGene00016508",16,none
GO:0006271,DNA strand elongation involved in DNA replication,"WBGene00003155,WBGene00003156,WBGene00003159,WBGene00008722,WBGene00011016",5,none
GO:0006272,leading strand elongation,"WBGene00003955,WBGene00009368,WBGene00012936,WBGene00020823",4,none
GO:0006273,lagging strand elongation,"WBGene00002985,WBGene00010626,WBGene00012936",3,none
GO:0006275,regulation of DNA replication,WBGene00003955,1,none
GO:0006278,RNA-templated DNA biosynthetic process,"WBGene00009652,WBGene00010081,WBGene00011172,WBGene00012176,WBGene00012642,WBGene00013723,WBGene00013762,WBGene00013944,WBGene00015366,WBGene00016454,WBGene00017508,WBGene00017750,WBGene00021103,WBGene00021301,WBGene00021739,WBGene00077453",16,none
GO:0006281,DNA repair,"WBGene00000093,WBGene00000151,WBGene00000226,WBGene00000235,WBGene00000264,WBGene00000265,WBGene00000499,WBGene00000519,WBGene00000520,WBGene00000794,WBGene00001016,WBGene00001049,WBGene00001352,WBGene00001372,WBGene00001574,WBGene00001860,WBGene00001865,WBGene00001877,WBGene00001973,WBGene00001974,WBGene00001997,WBGene00001998,WBGene00002027,WBGene00002276,WBGene00002985,WBGene00002986,WBGene00003373,WBGene00003405,WBGene00003406,WBGene00003417,WBGene00003422,WBGene00004028,WBGene00004049,WBGene00004050,WBGene00004053,WBGene00004296,WBGene00004297,WBGene00004333,WBGene00004337,WBGene00004338,WBGene00004339,WBGene00004340,WBGene00004342,WBGene00004873,WBGene00006571,WBGene00006596,WBGene00006701,WBGene00006944,WBGene00006961,WBGene00006963,WBGene00007029,WBGene00007030,WBGene00007464,WBGene00007523,WBGene00007588,WBGene00007784,WBGene00008140,WBGene00008367,WBGene00008610,WBGene00008665,WBGene00008852,WBGene00008921,WBGene00009124,WBGene00009368,WBGene00009731,WBGene00010056,WBGene00010061,WBGene00010067,WBGene00010120,WBGene00010409,WBGene00010476,WBGene00010626,WBGene00010839,WBGene00010845,WBGene00010890,WBGene00011201,WBGene00011814,WBGene00011834,WBGene00012302,WBGene00012767,WBGene00012995,WBGene00013014,WBGene00013241,WBGene00013405,WBGene00013529,WBGene00013676,WBGene00013692,WBGene00013816,WBGene00013924,WBGene00014066,WBGene00014230,WBGene00015194,WBGene00015310,WBGene00015806,WBGene00016060,WBGene00016151,WBGene00016602,WBGene00017546,WBGene00017696,WBGene00018070,WBGene00018327,WBGene00018409,WBGene00018465,WBGene00018678,WBGene00018721,WBGene00018769,WBGene00018849,WBGene00018909,WBGene00019004,WBGene00019712,WBGene00019767,WBGene00019821,WBGene00019953,WBGene00020068,WBGene00020316,WBGene00020423,WBGene00020442,WBGene00020687,WBGene00020742,WBGene00020843,WBGene00020935,WBGene00020964,WBGene00021344,WBGene00021474,WBGene00021752,WBGene00021783,WBGene00021904,WBGene00021905,WBGene00022237,WBGene00022296,WBGene00022428,WBGene00022512,WBGene00022774,WBGene00022812,WBGene00045237,WBGene00050934",136,none
GO:0006282,regulation of DNA repair,"WBGene00004051,WBGene00004052",2,none
GO:0006283,transcription-coupled nucleotide-excision repair,"WBGene00000803,WBGene00008403,WBGene00010011,WBGene00022400,WBGene00022812",5,none
GO:0006284,base-excision repair,"WBGene00000151,WBGene00000794,WBGene00001372,WBGene00006963,WBGene00008665,WBGene00011201,WBGene00013241",7,none
GO:0006285,"base-excision repair, AP site formation",WBGene00011201,1,none
GO:0006287,"base-excision repair, gap-filling","WBGene00008645,WBGene00009368,WBGene00020964",3,none
GO:0006289,nucleotide-excision repair,"WBGene00000264,WBGene00001049,WBGene00002042,WBGene00003417,WBGene00006963,WBGene00008852,WBGene00011201,WBGene00011814,WBGene00012767,WBGene00013441,WBGene00013529,WBGene00013924,WBGene00014230,WBGene00017005,WBGene00017546,WBGene00018769,WBGene00019079,WBGene00019767,WBGene00019821,WBGene00019858,WBGene00019859,WBGene00021752,WBGene00021904,WBGene00022296,WBGene00045237",25,none
GO:0006294,"nucleotide-excision repair, preincision complex assembly",WBGene00021904,1,none
GO:0006297,"nucleotide-excision repair, DNA gap filling","WBGene00002986,WBGene00008645,WBGene00009368,WBGene00011016",4,none
GO:0006298,mismatch repair,"WBGene00001872,WBGene00003373,WBGene00003418,WBGene00003421,WBGene00003422,WBGene00003955,WBGene00004064,WBGene00004383,WBGene00009731,WBGene00022296",10,none
GO:0006301,postreplication repair,"WBGene00006708,WBGene00006730,WBGene00018721",3,none
GO:0006302,double-strand break repair,"WBGene00000520,WBGene00003405,WBGene00004049,WBGene00004050,WBGene00004053,WBGene00004296,WBGene00004333,WBGene00008090,WBGene00008665,WBGene00010439,WBGene00011366,WBGene00013405,WBGene00016602,WBGene00020316,WBGene00022598",15,none
GO:0006303,double-strand break repair via nonhomologous end joining,"WBGene00000519,WBGene00000520,WBGene00002986,WBGene00003405,WBGene00045237",5,none
GO:0006307,DNA alkylation repair,"WBGene00000093,WBGene00016019",2,none
GO:0006308,DNA catabolic process,"WBGene00000787,WBGene00000797,WBGene00002276,WBGene00012465,WBGene00016602,WBGene00020949",6,none
GO:0006309,apoptotic DNA fragmentation,"WBGene00000787,WBGene00000794,WBGene00000795,WBGene00000796,WBGene00000797,WBGene00000798,WBGene00000799,WBGene00000889,WBGene00000939,WBGene00003828,WBGene00006937,WBGene00007056",12,none
GO:0006310,DNA recombination,"WBGene00000519,WBGene00000520,WBGene00001865,WBGene00001872,WBGene00002985,WBGene00002986,WBGene00004028,WBGene00004297,WBGene00004322,WBGene00004342,WBGene00006596,WBGene00006944,WBGene00006976,WBGene00007523,WBGene00008387,WBGene00008665,WBGene00009731,WBGene00010056,WBGene00010409,WBGene00010626,WBGene00012678,WBGene00012995,WBGene00013816,WBGene00016151,WBGene00016602,WBGene00017546,WBGene00018867,WBGene00018909,WBGene00019334,WBGene00019767,WBGene00020068,WBGene00020316,WBGene00020843,WBGene00022237,WBGene00050934",35,none
GO:0006312,mitotic recombination,"WBGene00004297,WBGene00008665",2,none
GO:0006325,chromatin organization,"WBGene00000099,WBGene00000366,WBGene00000482,WBGene00000938,WBGene00001747,WBGene00001748,WBGene00001834,WBGene00001835,WBGene00001836,WBGene00001837,WBGene00001995,WBGene00001996,WBGene00002169,WBGene00003025,WBGene00003036,WBGene00003040,WBGene00003222,WBGene00003406,WBGene00004204,WBGene00004205,WBGene00004312,WBGene00004319,WBGene00004781,WBGene00004782,WBGene00004945,WBGene00005010,WBGene00005013,WBGene00006474,WBGene00006817,WBGene00006961,WBGene00006975,WBGene00007008,WBGene00007027,WBGene00007029,WBGene00007042,WBGene00007277,WBGene00007761,WBGene00007784,WBGene00008143,WBGene00008367,WBGene00009180,WBGene00010067,WBGene00010120,WBGene00010845,WBGene00011319,WBGene00011615,WBGene00011729,WBGene00012302,WBGene00012458,WBGene00012551,WBGene00012734,WBGene00012982,WBGene00013095,WBGene00013676,WBGene00013692,WBGene00015806,WBGene00015971,WBGene00016313,WBGene00016408,WBGene00017571,WBGene00017683,WBGene00017920,WBGene00018319,WBGene00018975,WBGene00019351,WBGene00019627,WBGene00020296,WBGene00020687,WBGene00020821,WBGene00020902,WBGene00021474,WBGene00021515,WBGene00022512,WBGene00044069,WBGene00044072",75,none
GO:0006334,nucleosome assembly,"WBGene00001852,WBGene00001853,WBGene00001854,WBGene00001855,WBGene00001856,WBGene00001857,WBGene00001858,WBGene00001859,WBGene00001875,WBGene00001898,WBGene00005007,WBGene00006817,WBGene00007277,WBGene00008682,WBGene00011532,WBGene00017075,WBGene00022141,WBGene00022228",18,none
GO:0006335,DNA replication-dependent chromatin assembly,"WBGene00006817,WBGene00007277,WBGene00007500,WBGene00008218,WBGene00022141",5,none
GO:0006337,nucleosome disassembly,"WBGene00006817,WBGene00007277,WBGene00008682",3,none
GO:0006338,chromatin remodeling,"WBGene00000098,WBGene00000099,WBGene00000102,WBGene00000103,WBGene00000186,WBGene00000226,WBGene00000227,WBGene00000274,WBGene00000275,WBGene00000366,WBGene00000407,WBGene00000482,WBGene00000498,WBGene00000499,WBGene00000803,WBGene00001080,WBGene00001121,WBGene00001423,WBGene00001468,WBGene00001526,WBGene00001581,WBGene00001585,WBGene00001827,WBGene00001837,WBGene00001898,WBGene00001994,WBGene00002147,WBGene00002169,WBGene00002191,WBGene00002192,WBGene00002201,WBGene00002202,WBGene00002203,WBGene00002210,WBGene00002239,WBGene00002583,WBGene00002637,WBGene00002694,WBGene00002717,WBGene00003030,WBGene00003036,WBGene00003040,WBGene00003068,WBGene00003144,WBGene00003220,WBGene00003247,WBGene00003400,WBGene00003911,WBGene00003916,WBGene00003919,WBGene00003965,WBGene00003970,WBGene00004027,WBGene00004029,WBGene00004106,WBGene00004117,WBGene00004183,WBGene00004186,WBGene00004205,WBGene00004298,WBGene00004312,WBGene00004319,WBGene00004719,WBGene00004727,WBGene00004762,WBGene00004781,WBGene00004782,WBGene00004789,WBGene00004800,WBGene00004801,WBGene00004803,WBGene00004879,WBGene00004960,WBGene00004980,WBGene00005013,WBGene00006382,WBGene00006436,WBGene00006437,WBGene00006443,WBGene00006579,WBGene00006759,WBGene00006786,WBGene00006938,WBGene00006940,WBGene00006941,WBGene00006961,WBGene00006988,WBGene00006993,WBGene00007007,WBGene00007027,WBGene00007029,WBGene00007042,WBGene00007047,WBGene00007053,WBGene00007258,WBGene00007269,WBGene00007309,WBGene00007387,WBGene00007433,WBGene00007724,WBGene00007725,WBGene00007761,WBGene00007784,WBGene00007813,WBGene00007914,WBGene00008209,WBGene00008311,WBGene00008367,WBGene00008527,WBGene00008684,WBGene00008831,WBGene00008944,WBGene00008956,WBGene00009089,WBGene00009277,WBGene00009595,WBGene00010011,WBGene00010061,WBGene00010067,WBGene00010120,WBGene00010199,WBGene00010356,WBGene00010537,WBGene00010545,WBGene00010681,WBGene00010845,WBGene00010850,WBGene00010851,WBGene00010991,WBGene00011111,WBGene00011152,WBGene00011153,WBGene00011299,WBGene00011304,WBGene00011352,WBGene00011729,WBGene00011887,WBGene00011939,WBGene00012159,WBGene00012298,WBGene00012302,WBGene00012658,WBGene00012792,WBGene00012824,WBGene00012929,WBGene00012981,WBGene00012982,WBGene00013106,WBGene00013355,WBGene00013364,WBGene00013591,WBGene00013676,WBGene00013688,WBGene00013692,WBGene00013709,WBGene00013766,WBGene00013792,WBGene00013978,WBGene00014012,WBGene00014151,WBGene00015293,WBGene00015534,WBGene00015806,WBGene00016137,WBGene00016220,WBGene00016221,WBGene00016313,WBGene00016408,WBGene00016603,WBGene00016992,WBGene00017033,WBGene00017046,WBGene00017083,WBGene00017137,WBGene00017423,WBGene00017472,WBGene00017482,WBGene00017571,WBGene00017895,WBGene00017920,WBGene00017950,WBGene00017967,WBGene00018023,WBGene00019217,WBGene00019459,WBGene00019584,WBGene00019627,WBGene00019698,WBGene00019801,WBGene00019815,WBGene00019817,WBGene00020142,WBGene00020235,WBGene00020687,WBGene00020742,WBGene00020821,WBGene00020902,WBGene00021012,WBGene00021214,WBGene00021392,WBGene00021474,WBGene00021515,WBGene00021636,WBGene00021926,WBGene00022149,WBGene00022173,WBGene00022228,WBGene00022371,WBGene00022473,WBGene00022499,WBGene00022512,WBGene00022603,WBGene00022631,WBGene00022670,WBGene00022774,WBGene00022861,WBGene00044070,WBGene00044501,WBGene00045415,WBGene00045419,WBGene00138717,WBGene00164985,WBGene00235269",223,none
GO:0006346,DNA methylation-dependent constitutive heterochromatin formation,WBGene00023409,1,none
GO:0006351,DNA-templated transcription,"WBGene00000123,WBGene00002998,WBGene00004411,WBGene00006385,WBGene00007355,WBGene00007616,WBGene00007971,WBGene00008781,WBGene00009078,WBGene00010230,WBGene00011814,WBGene00012000,WBGene00012187,WBGene00012999,WBGene00013100,WBGene00013680,WBGene00014111,WBGene00016140,WBGene00016750,WBGene00016754,WBGene00016997,WBGene00017300,WBGene00017749,WBGene00017755,WBGene00017830,WBGene00019246,WBGene00019275,WBGene00019327,WBGene00019627,WBGene00019821,WBGene00020779,WBGene00021061,WBGene00021347,WBGene00021552,WBGene00021845,WBGene00022309,WBGene00022400",37,none
GO:0006352,DNA-templated transcription initiation,"WBGene00000271,WBGene00006382,WBGene00006385,WBGene00006391,WBGene00006392,WBGene00006396,WBGene00006542,WBGene00006577,WBGene00006648,WBGene00014111,WBGene00018391,WBGene00021845,WBGene00044924",13,none
GO:0006353,DNA-templated transcription termination,"WBGene00004355,WBGene00006964,WBGene00016373,WBGene00016374",4,none
GO:0006354,DNA-templated transcription elongation,WBGene00005015,1,none
